"alias","logo","rating","time"
"Kim","animation/logo_13_animation_10.svg","Very Bad","Timestamp(seconds=1616956049, nanoseconds=202000000)"
"Niklas","animation/logo_93_animation_30.svg","Very Good","Timestamp(seconds=1616958836, nanoseconds=251000000)"
"Niklas","animation/logo_151_animation_38.svg","Okay","Timestamp(seconds=1617013681, nanoseconds=927000000)"
"Simon","animation/logo_113_animation_39.svg","Okay","Timestamp(seconds=1617134060, nanoseconds=975000000)"
"Jakob","animation/logo_184_animation_47.svg","Okay","Timestamp(seconds=1617013519, nanoseconds=135000000)"
"Kim","animation/logo_89_animation_23.svg","Bad","Timestamp(seconds=1616955571, nanoseconds=401000000)"
"Jakob","animation/logo_182_animation_11.svg","Okay","Timestamp(seconds=1617013051, nanoseconds=437000000)"
"Jakob","animation/logo_139_animation_32.svg","Okay","Timestamp(seconds=1616947407, nanoseconds=40000000)"
"Vinoagrarius","animation/logo_133_animation_48.svg","Bad","Timestamp(seconds=1616997684, nanoseconds=514000000)"
"Phillip","animation/logo_119_animation_4.svg","Bad","Timestamp(seconds=1616959485, nanoseconds=698000000)"
"Rebecca","animation/logo_30_animation_20.svg","Very Bad","Timestamp(seconds=1616966640, nanoseconds=187000000)"
"Kim","animation/logo_4_animation_3.svg","Bad","Timestamp(seconds=1616957914, nanoseconds=246000000)"
"Tim","animation/logo_34_animation_28.svg","Bad","Timestamp(seconds=1616963592, nanoseconds=631000000)"
"Tim","animation/logo_79_animation_24.svg","Very Bad","Timestamp(seconds=1617004013, nanoseconds=590000000)"
"Sarah","animation/logo_87_animation_12.svg","Very Bad","Timestamp(seconds=1616957147, nanoseconds=320000000)"
"larissa","animation/logo_165_animation_11.svg","Good","Timestamp(seconds=1617193993, nanoseconds=39000000)"
"Kim","animation/logo_69_animation_20.svg","Okay","Timestamp(seconds=1616955072, nanoseconds=377000000)"
"Jakob","animation/logo_41_animation_7.svg","Okay","Timestamp(seconds=1617052140, nanoseconds=384000000)"
"Tim","animation/logo_131_animation_7.svg","Very Bad","Timestamp(seconds=1617013527, nanoseconds=218000000)"
"Jonathan","animation/logo_100_animation_37.svg","Okay","Timestamp(seconds=1616965930, nanoseconds=536000000)"
"Sarah","animation/logo_191_animation_24.svg","Good","Timestamp(seconds=1617027060, nanoseconds=837000000)"
"Phillip","animation/logo_81_animation_6.svg","Bad","Timestamp(seconds=1616959153, nanoseconds=687000000)"
"Jakob","animation/logo_89_animation_38.svg","Okay","Timestamp(seconds=1616950157, nanoseconds=913000000)"
"Jakob","animation/logo_146_animation_7.svg","Bad","Timestamp(seconds=1617049167, nanoseconds=828000000)"
"Jakob","animation/logo_168_animation_18.svg","Very Bad","Timestamp(seconds=1617013942, nanoseconds=868000000)"
"Jonathan","animation/logo_95_animation_34.svg","Bad","Timestamp(seconds=1616961949, nanoseconds=341000000)"
"Jonathan","animation/logo_58_animation_42.svg","Very Bad","Timestamp(seconds=1616962673, nanoseconds=347000000)"
"Kathi","animation/logo_144_animation_11.svg","Okay","Timestamp(seconds=1617128367, nanoseconds=933000000)"
"Jonathan","animation/logo_84_animation_2.svg","Bad","Timestamp(seconds=1616955777, nanoseconds=562000000)"
"Tim","animation/logo_19_animation_15.svg","Very Good","Timestamp(seconds=1616959508, nanoseconds=877000000)"
"Tim","animation/logo_126_animation_45.svg","Okay","Timestamp(seconds=1616965699, nanoseconds=163000000)"
"Rebecca","animation/logo_19_animation_49.svg","Bad","Timestamp(seconds=1616973429, nanoseconds=548000000)"
"Vinoagrarius","animation/logo_0_animation_16.svg","Okay","Timestamp(seconds=1616997602, nanoseconds=794000000)"
"Jonathan","animation/logo_38_animation_16.svg","Very Bad","Timestamp(seconds=1616965414, nanoseconds=599000000)"
"Sarah","animation/logo_154_animation_49.svg","Okay","Timestamp(seconds=1617024723, nanoseconds=104000000)"
"Jakob","animation/logo_186_animation_45.svg","Okay","Timestamp(seconds=1617049943, nanoseconds=941000000)"
"larissa","animation/logo_173_animation_29.svg","Okay","Timestamp(seconds=1617193840, nanoseconds=876000000)"
"Jonathan","animation/logo_88_animation_6.svg","Very Bad","Timestamp(seconds=1616965985, nanoseconds=122000000)"
"Kim","animation/logo_114_animation_34.svg","Bad","Timestamp(seconds=1617007341, nanoseconds=215000000)"
"Kim","animation/logo_57_animation_22.svg","Good","Timestamp(seconds=1616955147, nanoseconds=419000000)"
"Jakob","animation/logo_3_animation_40.svg","Very Bad","Timestamp(seconds=1616959779, nanoseconds=183000000)"
"Kim","animation/logo_57_animation_1.svg","Very Bad","Timestamp(seconds=1616953839, nanoseconds=965000000)"
"Jakob","animation/logo_126_animation_23.svg","Very Good","Timestamp(seconds=1616950331, nanoseconds=352000000)"
"Jakob","animation/logo_35_animation_8.svg","Okay","Timestamp(seconds=1616951679, nanoseconds=823000000)"
"Sarah","animation/logo_145_animation_9.svg","Good","Timestamp(seconds=1617026978, nanoseconds=481000000)"
"Sarah","animation/logo_126_animation_41.svg","Bad","Timestamp(seconds=1616954872, nanoseconds=22000000)"
"Phillip","animation/logo_116_animation_47.svg","Bad","Timestamp(seconds=1616962080, nanoseconds=139000000)"
"Jakob","animation/logo_11_animation_39.svg","Very Bad","Timestamp(seconds=1616959701, nanoseconds=981000000)"
"Sarah","animation/logo_79_animation_19.svg","Good","Timestamp(seconds=1617025868, nanoseconds=760000000)"
"Jakob","animation/logo_166_animation_32.svg","Okay","Timestamp(seconds=1617017454, nanoseconds=566000000)"
"Jakob","animation/logo_172_animation_1.svg","Very Bad","Timestamp(seconds=1617051251, nanoseconds=563000000)"
"Jonathan","animation/logo_117_animation_35.svg","Bad","Timestamp(seconds=1616955982, nanoseconds=571000000)"
"Sarah","animation/logo_2_animation_39.svg","Good","Timestamp(seconds=1616963119, nanoseconds=645000000)"
"Jonathan","animation/logo_133_animation_18.svg","Very Bad","Timestamp(seconds=1616961124, nanoseconds=49000000)"
"Sarah","animation/logo_164_animation_20.svg","Good","Timestamp(seconds=1617025542, nanoseconds=82000000)"
"Vinoagrarius","animation/logo_35_animation_47.svg","Good","Timestamp(seconds=1616997576, nanoseconds=775000000)"
"Jakob","animation/logo_173_animation_13.svg","Good","Timestamp(seconds=1617051750, nanoseconds=863000000)"
"Rebecca","animation/logo_52_animation_32.svg","Bad","Timestamp(seconds=1616973022, nanoseconds=417000000)"
"Tim","animation/logo_4_animation_10.svg","Very Bad","Timestamp(seconds=1616959347, nanoseconds=650000000)"
"Michelle","animation/logo_51_animation_7.svg","Very Bad","Timestamp(seconds=1617009266, nanoseconds=508000000)"
"Rebecca","animation/logo_3_animation_35.svg","Bad","Timestamp(seconds=1617012005, nanoseconds=210000000)"
"Rebecca","animation/logo_182_animation_7.svg","Bad","Timestamp(seconds=1617018549, nanoseconds=192000000)"
"Selina","animation/logo_179_animation_6.svg","Very Bad","Timestamp(seconds=1617128447, nanoseconds=360000000)"
"Rebecca","animation/logo_183_animation_42.svg","Okay","Timestamp(seconds=1617014989, nanoseconds=653000000)"
"Sarah","animation/logo_137_animation_49.svg","Bad","Timestamp(seconds=1616954348, nanoseconds=757000000)"
"Rebecca","animation/logo_146_animation_30.svg","Very Bad","Timestamp(seconds=1617013941, nanoseconds=879000000)"
"Jakob","animation/logo_74_animation_47.svg","Okay","Timestamp(seconds=1617049463, nanoseconds=212000000)"
"Tim","animation/logo_108_animation_31.svg","Bad","Timestamp(seconds=1616959161, nanoseconds=718000000)"
"Jakob","animation/logo_144_animation_43.svg","Okay","Timestamp(seconds=1617050346, nanoseconds=464000000)"
"Jonathan","animation/logo_129_animation_36.svg","Very Bad","Timestamp(seconds=1616962623, nanoseconds=152000000)"
"Sarah","animation/logo_65_animation_45.svg","Okay","Timestamp(seconds=1616963155, nanoseconds=223000000)"
"Kim","animation/logo_106_animation_1.svg","Okay","Timestamp(seconds=1616953047, nanoseconds=661000000)"
"Tim","animation/logo_133_animation_45.svg","Bad","Timestamp(seconds=1616952663, nanoseconds=510000000)"
"Rebecca","animation/logo_127_animation_45.svg","Very Bad","Timestamp(seconds=1616972838, nanoseconds=914000000)"
"Kim","animation/logo_118_animation_47.svg","Bad","Timestamp(seconds=1617007551, nanoseconds=684000000)"
"Jakob","animation/logo_167_animation_2.svg","Good","Timestamp(seconds=1617012936, nanoseconds=294000000)"
"Niklas","animation/logo_59_animation_25.svg","Good","Timestamp(seconds=1616926135, nanoseconds=451000000)"
"Jakob","animation/logo_110_animation_5.svg","Okay","Timestamp(seconds=1616962829, nanoseconds=439000000)"
"Simon","animation/logo_160_animation_11.svg","Okay","Timestamp(seconds=1617128163, nanoseconds=181000000)"
"Kim","animation/logo_37_animation_39.svg","Bad","Timestamp(seconds=1616957341, nanoseconds=810000000)"
"Kim","animation/logo_17_animation_22.svg","Very Bad","Timestamp(seconds=1616955903, nanoseconds=422000000)"
"Tim","animation/logo_184_animation_19.svg","Okay","Timestamp(seconds=1617194019, nanoseconds=522000000)"
"Tim","animation/logo_63_animation_45.svg","Bad","Timestamp(seconds=1617000310, nanoseconds=933000000)"
"Phillip","animation/logo_118_animation_37.svg","Bad","Timestamp(seconds=1616959061, nanoseconds=175000000)"
"Tim","animation/logo_116_animation_28.svg","Bad","Timestamp(seconds=1616961930, nanoseconds=543000000)"
"Tim","animation/logo_122_animation_17.svg","Very Bad","Timestamp(seconds=1616957437, nanoseconds=676000000)"
"Jani","animation/logo_4_animation_4.svg","Bad","Timestamp(seconds=1617011433, nanoseconds=803000000)"
"Sarah","animation/logo_155_animation_16.svg","Good","Timestamp(seconds=1617025946, nanoseconds=431000000)"
"Tim","animation/logo_164_animation_33.svg","Okay","Timestamp(seconds=1617013432, nanoseconds=538000000)"
"Sarah","animation/logo_110_animation_47.svg","Good","Timestamp(seconds=1616965670, nanoseconds=908000000)"
"Kim","animation/logo_96_animation_36.svg","Okay","Timestamp(seconds=1616955595, nanoseconds=670000000)"
"Vinoagrarius","animation/logo_147_animation_47.svg","Very Bad","Timestamp(seconds=1617128589, nanoseconds=307000000)"
"Sarah","animation/logo_120_animation_26.svg","Very Bad","Timestamp(seconds=1616962650, nanoseconds=251000000)"
"Sarah","animation/logo_190_animation_48.svg","Good","Timestamp(seconds=1617027091, nanoseconds=353000000)"
"Niklas","animation/logo_187_animation_30.svg","Okay","Timestamp(seconds=1617015367, nanoseconds=600000000)"
"Niklas","animation/logo_115_animation_0.svg","Bad","Timestamp(seconds=1616960218, nanoseconds=596000000)"
"Kim","animation/logo_123_animation_32.svg","Very Bad","Timestamp(seconds=1616957695, nanoseconds=581000000)"
"Tim","animation/logo_91_animation_34.svg","Bad","Timestamp(seconds=1616953449, nanoseconds=481000000)"
"Tim","animation/logo_108_animation_46.svg","Bad","Timestamp(seconds=1616958150, nanoseconds=504000000)"
"Kim","animation/logo_66_animation_38.svg","Bad","Timestamp(seconds=1616957667, nanoseconds=663000000)"
"Sarah","animation/logo_174_animation_24.svg","Very Bad","Timestamp(seconds=1617025257, nanoseconds=216000000)"
"Rebecca","animation/logo_189_animation_43.svg","Bad","Timestamp(seconds=1617015068, nanoseconds=481000000)"
"Niklas","animation/logo_161_animation_8.svg","Very Good","Timestamp(seconds=1617013663, nanoseconds=20000000)"
"Jakob","animation/logo_46_animation_11.svg","Very Bad","Timestamp(seconds=1616965238, nanoseconds=792000000)"
"Jakob","animation/logo_163_animation_9.svg","Bad","Timestamp(seconds=1617049487, nanoseconds=283000000)"
"Jakob","animation/logo_19_animation_37.svg","Okay","Timestamp(seconds=1616932800, nanoseconds=584000000)"
"Kim","animation/logo_109_animation_31.svg","Okay","Timestamp(seconds=1616958167, nanoseconds=728000000)"
"Jakob","animation/logo_44_animation_35.svg","Good","Timestamp(seconds=1616961805, nanoseconds=813000000)"
"Jakob","animation/logo_175_animation_37.svg","Very Bad","Timestamp(seconds=1617014547, nanoseconds=332000000)"
"Rebecca","animation/logo_85_animation_18.svg","Good","Timestamp(seconds=1616973592, nanoseconds=786000000)"
"Kim","animation/logo_60_animation_1.svg","Very Bad","Timestamp(seconds=1616954353, nanoseconds=107000000)"
"Phillip","animation/logo_134_animation_5.svg","Bad","Timestamp(seconds=1616958932, nanoseconds=801000000)"
"Rebecca","animation/logo_51_animation_36.svg","Bad","Timestamp(seconds=1616973388, nanoseconds=226000000)"
"Tim","animation/logo_128_animation_36.svg","Very Bad","Timestamp(seconds=1616965678, nanoseconds=299000000)"
"Rebecca","animation/logo_120_animation_17.svg","Bad","Timestamp(seconds=1616966890, nanoseconds=747000000)"
"Tim","animation/logo_89_animation_22.svg","Very Bad","Timestamp(seconds=1616956963, nanoseconds=437000000)"
"Kim","animation/logo_100_animation_31.svg","Very Bad","Timestamp(seconds=1616955206, nanoseconds=13000000)"
"Kim","animation/logo_140_animation_26.svg","Bad","Timestamp(seconds=1616956395, nanoseconds=18000000)"
"Michelle","animation/logo_75_animation_29.svg","Very Bad","Timestamp(seconds=1617009271, nanoseconds=363000000)"
"Vinoagrarius","animation/logo_78_animation_10.svg","Good","Timestamp(seconds=1616997361, nanoseconds=98000000)"
"Jakob","animation/logo_146_animation_10.svg","Bad","Timestamp(seconds=1617049520, nanoseconds=355000000)"
"Jakob","animation/logo_58_animation_4.svg","Bad","Timestamp(seconds=1616963139, nanoseconds=233000000)"
"Jana","animation/logo_42_animation_10.svg","Good","Timestamp(seconds=1616961560, nanoseconds=241000000)"
"Rebecca","animation/logo_59_animation_5.svg","Good","Timestamp(seconds=1616971949, nanoseconds=638000000)"
"Rebecca","animation/logo_156_animation_9.svg","Very Bad","Timestamp(seconds=1617018700, nanoseconds=917000000)"
"Jonathan","animation/logo_105_animation_22.svg","Very Bad","Timestamp(seconds=1616960899, nanoseconds=847000000)"
"Jonathan","animation/logo_80_animation_11.svg","Very Bad","Timestamp(seconds=1616966051, nanoseconds=394000000)"
"Vinoagrarius","animation/logo_50_animation_49.svg","Good","Timestamp(seconds=1616997615, nanoseconds=514000000)"
"Phillip","animation/logo_9_animation_33.svg","Okay","Timestamp(seconds=1616958767, nanoseconds=686000000)"
"Tim","animation/logo_130_animation_46.svg","Bad","Timestamp(seconds=1616966028, nanoseconds=383000000)"
"Niklas","animation/logo_87_animation_47.svg","Okay","Timestamp(seconds=1616959562, nanoseconds=804000000)"
"Tim","animation/logo_17_animation_28.svg","Bad","Timestamp(seconds=1616954617, nanoseconds=846000000)"
"Rebecca","animation/logo_57_animation_23.svg","Okay","Timestamp(seconds=1617011825, nanoseconds=257000000)"
"Tim","animation/logo_32_animation_48.svg","Okay","Timestamp(seconds=1616957047, nanoseconds=503000000)"
"Kim","animation/logo_29_animation_3.svg","Very Bad","Timestamp(seconds=1617007548, nanoseconds=154000000)"
"Jonathan","animation/logo_106_animation_12.svg","Very Bad","Timestamp(seconds=1616961380, nanoseconds=415000000)"
"Rebecca","animation/logo_169_animation_35.svg","Okay","Timestamp(seconds=1617027141, nanoseconds=227000000)"
"Tim","animation/logo_40_animation_35.svg","Good","Timestamp(seconds=1616954604, nanoseconds=895000000)"
"Kim","animation/logo_98_animation_35.svg","Okay","Timestamp(seconds=1616953142, nanoseconds=916000000)"
"Phillip","animation/logo_64_animation_25.svg","Bad","Timestamp(seconds=1616963690, nanoseconds=690000000)"
"Jonathan","animation/logo_121_animation_11.svg","Very Bad","Timestamp(seconds=1616961863, nanoseconds=570000000)"
"Niklas","animation/logo_112_animation_25.svg","Very Good","Timestamp(seconds=1616958845, nanoseconds=905000000)"
"Sarah","animation/logo_158_animation_21.svg","Good","Timestamp(seconds=1617025743, nanoseconds=356000000)"
"Sarah","animation/logo_148_animation_46.svg","Okay","Timestamp(seconds=1617025881, nanoseconds=763000000)"
"Tim","animation/logo_64_animation_22.svg","Okay","Timestamp(seconds=1617005141, nanoseconds=63000000)"
"Jakob","animation/logo_99_animation_42.svg","Good","Timestamp(seconds=1616950600, nanoseconds=396000000)"
"Rebecca","animation/logo_35_animation_14.svg","Okay","Timestamp(seconds=1617011899, nanoseconds=228000000)"
"Kim","animation/logo_0_animation_45.svg","Bad","Timestamp(seconds=1616954944, nanoseconds=690000000)"
"Jakob","animation/logo_119_animation_16.svg","Okay","Timestamp(seconds=1617011839, nanoseconds=298000000)"
"Tim","animation/logo_127_animation_34.svg","Very Bad","Timestamp(seconds=1616962254, nanoseconds=884000000)"
"Jakob","animation/logo_149_animation_47.svg","Okay","Timestamp(seconds=1617017347, nanoseconds=439000000)"
"Jakob","animation/logo_84_animation_16.svg","Okay","Timestamp(seconds=1616959396, nanoseconds=311000000)"
"Selina","animation/logo_92_animation_27.svg","Very Good","Timestamp(seconds=1617128419, nanoseconds=987000000)"
"Rebecca","animation/logo_188_animation_7.svg","Bad","Timestamp(seconds=1617015328, nanoseconds=118000000)"
"Vinoagrarius","animation/logo_16_animation_46.svg","Okay","Timestamp(seconds=1616997225, nanoseconds=332000000)"
"Jakob","animation/logo_93_animation_35.svg","Good","Timestamp(seconds=1616947166, nanoseconds=206000000)"
"Jakob","animation/logo_7_animation_24.svg","Very Bad","Timestamp(seconds=1616959480, nanoseconds=380000000)"
"Jakob","animation/logo_174_animation_30.svg","Very Bad","Timestamp(seconds=1617094221, nanoseconds=277000000)"
"Rebecca","animation/logo_55_animation_15.svg","Okay","Timestamp(seconds=1616973274, nanoseconds=696000000)"
"Tim","animation/logo_103_animation_34.svg","Okay","Timestamp(seconds=1616955225, nanoseconds=87000000)"
"Niklas","animation/logo_119_animation_19.svg","Good","Timestamp(seconds=1616958493, nanoseconds=46000000)"
"Rebecca","animation/logo_141_animation_13.svg","Good","Timestamp(seconds=1616972188, nanoseconds=274000000)"
"Jakob","animation/logo_1_animation_31.svg","Very Bad","Timestamp(seconds=1616925693, nanoseconds=821000000)"
"Jakob","animation/logo_81_animation_0.svg","Good","Timestamp(seconds=1616949792, nanoseconds=444000000)"
"TIm","animation/logo_185_animation_3.svg","Very Bad","Timestamp(seconds=1617016445, nanoseconds=35000000)"
"Kim","animation/logo_136_animation_1.svg","Bad","Timestamp(seconds=1616954431, nanoseconds=992000000)"
"Sarah","animation/logo_112_animation_15.svg","Okay","Timestamp(seconds=1616962756, nanoseconds=256000000)"
"Rebecca","animation/logo_61_animation_39.svg","Bad","Timestamp(seconds=1616972802, nanoseconds=929000000)"
"Sarah","animation/logo_187_animation_8.svg","Good","Timestamp(seconds=1617025343, nanoseconds=261000000)"
"Jonathan","animation/logo_10_animation_3.svg","Very Bad","Timestamp(seconds=1616960831, nanoseconds=405000000)"
"Sabrina","animation/logo_58_animation_33.svg","Bad","Timestamp(seconds=1616929779, nanoseconds=786000000)"
"Jonathan","animation/logo_161_animation_46.svg","Very Bad","Timestamp(seconds=1617016247, nanoseconds=958000000)"
"Vinoagrarius","animation/logo_141_animation_30.svg","Good","Timestamp(seconds=1616997723, nanoseconds=313000000)"
"Rebecca","animation/logo_108_animation_45.svg","Bad","Timestamp(seconds=1616966648, nanoseconds=376000000)"
"Kathi","animation/logo_150_animation_23.svg","Good","Timestamp(seconds=1617128321, nanoseconds=26000000)"
"Jakob","animation/logo_6_animation_36.svg","Very Bad","Timestamp(seconds=1616950926, nanoseconds=428000000)"
"Rebecca","animation/logo_0_animation_1.svg","Bad","Timestamp(seconds=1616972063, nanoseconds=59000000)"
"Jakob","animation/logo_161_animation_17.svg","Okay","Timestamp(seconds=1617049697, nanoseconds=200000000)"
"Tim","animation/logo_42_animation_37.svg","Very Bad","Timestamp(seconds=1616961442, nanoseconds=381000000)"
"Niklas","animation/logo_125_animation_29.svg","Very Good","Timestamp(seconds=1616959047, nanoseconds=961000000)"
"Tim","animation/logo_136_animation_43.svg","Very Bad","Timestamp(seconds=1616952584, nanoseconds=971000000)"
"Rebecca","animation/logo_150_animation_43.svg","Bad","Timestamp(seconds=1617012400, nanoseconds=841000000)"
"larissa","animation/logo_145_animation_42.svg","Very Bad","Timestamp(seconds=1617193878, nanoseconds=863000000)"
"Tim","animation/logo_47_animation_17.svg","Bad","Timestamp(seconds=1617004078, nanoseconds=108000000)"
"Jakob","animation/logo_121_animation_32.svg","Okay","Timestamp(seconds=1616926339, nanoseconds=422000000)"
"Jakob","animation/logo_38_animation_44.svg","Okay","Timestamp(seconds=1616950227, nanoseconds=204000000)"
"Jakob","animation/logo_135_animation_11.svg","Very Bad","Timestamp(seconds=1616926958, nanoseconds=65000000)"
"Tim","animation/logo_135_animation_33.svg","Very Bad","Timestamp(seconds=1616956761, nanoseconds=99000000)"
"Jakob","animation/logo_190_animation_9.svg","Bad","Timestamp(seconds=1617050585, nanoseconds=187000000)"
"Phillip","animation/logo_109_animation_40.svg","Bad","Timestamp(seconds=1616963302, nanoseconds=735000000)"
"Jakob","animation/logo_13_animation_46.svg","Bad","Timestamp(seconds=1616950543, nanoseconds=360000000)"
"Tim","animation/logo_82_animation_17.svg","Bad","Timestamp(seconds=1616952408, nanoseconds=933000000)"
"Tim","animation/logo_94_animation_10.svg","Very Bad","Timestamp(seconds=1616955894, nanoseconds=160000000)"
"Sarah","animation/logo_168_animation_39.svg","Very Bad","Timestamp(seconds=1617025974, nanoseconds=825000000)"
"Sarah","animation/logo_97_animation_42.svg","Good","Timestamp(seconds=1617025336, nanoseconds=656000000)"
"Sarah","animation/logo_0_animation_48.svg","Bad","Timestamp(seconds=1616965623, nanoseconds=283000000)"
"Jonathan","animation/logo_3_animation_2.svg","Very Bad","Timestamp(seconds=1616960685, nanoseconds=55000000)"
"Rebecca","animation/logo_161_animation_42.svg","Okay","Timestamp(seconds=1617014229, nanoseconds=141000000)"
"Jakob","animation/logo_143_animation_16.svg","Bad","Timestamp(seconds=1616926370, nanoseconds=653000000)"
"Jonathan","animation/logo_50_animation_12.svg","Good","Timestamp(seconds=1616961716, nanoseconds=65000000)"
"Tim","animation/logo_105_animation_19.svg","Very Bad","Timestamp(seconds=1617005799, nanoseconds=638000000)"
"Kim","animation/logo_102_animation_2.svg","Okay","Timestamp(seconds=1616957790, nanoseconds=976000000)"
"Rebecca","animation/logo_117_animation_4.svg","Very Bad","Timestamp(seconds=1617015048, nanoseconds=374000000)"
"Tim","animation/logo_104_animation_26.svg","Very Bad","Timestamp(seconds=1616963444, nanoseconds=163000000)"
"Tim","animation/logo_119_animation_23.svg","Good","Timestamp(seconds=1616959837, nanoseconds=330000000)"
"Sarah","animation/logo_125_animation_46.svg","Very Bad","Timestamp(seconds=1616954515, nanoseconds=402000000)"
"Phillip","animation/logo_138_animation_34.svg","Bad","Timestamp(seconds=1616963308, nanoseconds=454000000)"
"Jonathan","animation/logo_109_animation_49.svg","Okay","Timestamp(seconds=1616962105, nanoseconds=391000000)"
"Phillip","animation/logo_131_animation_5.svg","Bad","Timestamp(seconds=1616962342, nanoseconds=224000000)"
"Kim","animation/logo_66_animation_40.svg","Good","Timestamp(seconds=1616955505, nanoseconds=501000000)"
"Kim","animation/logo_62_animation_25.svg","Very Bad","Timestamp(seconds=1616953105, nanoseconds=630000000)"
"Kim","animation/logo_138_animation_42.svg","Bad","Timestamp(seconds=1617007297, nanoseconds=173000000)"
"Jakob","animation/logo_118_animation_8.svg","Okay","Timestamp(seconds=1616926656, nanoseconds=651000000)"
"Tim","animation/logo_38_animation_24.svg","Bad","Timestamp(seconds=1616962578, nanoseconds=216000000)"
"Tim","animation/logo_18_animation_49.svg","Very Bad","Timestamp(seconds=1617004896, nanoseconds=508000000)"
"Tim","animation/logo_4_animation_14.svg","Very Bad","Timestamp(seconds=1616956641, nanoseconds=6000000)"
"Kim","animation/logo_62_animation_44.svg","Bad","Timestamp(seconds=1616957646, nanoseconds=230000000)"
"Michelle","animation/logo_36_animation_8.svg","Bad","Timestamp(seconds=1617010010, nanoseconds=149000000)"
"Rebecca","animation/logo_186_animation_26.svg","Bad","Timestamp(seconds=1617015645, nanoseconds=376000000)"
"Jakob","animation/logo_114_animation_5.svg","Good","Timestamp(seconds=1616949954, nanoseconds=819000000)"
"Sarah","animation/logo_161_animation_23.svg","Okay","Timestamp(seconds=1617025504, nanoseconds=980000000)"
"Sarah","animation/logo_43_animation_23.svg","Bad","Timestamp(seconds=1616965607, nanoseconds=97000000)"
"Jonathan","animation/logo_114_animation_44.svg","Very Bad","Timestamp(seconds=1616962067, nanoseconds=543000000)"
"Jakob","animation/logo_100_animation_44.svg","Okay","Timestamp(seconds=1616952444, nanoseconds=685000000)"
"Jakob","animation/logo_49_animation_21.svg","Very Bad","Timestamp(seconds=1616927630, nanoseconds=329000000)"
"Sarah","animation/logo_144_animation_47.svg","Very Bad","Timestamp(seconds=1617025243, nanoseconds=107000000)"
"Tim","animation/logo_5_animation_11.svg","Bad","Timestamp(seconds=1616958189, nanoseconds=337000000)"
"Jakob","animation/logo_12_animation_31.svg","Very Bad","Timestamp(seconds=1616925708, nanoseconds=693000000)"
"Sarah","animation/logo_106_animation_42.svg","Very Bad","Timestamp(seconds=1616953835, nanoseconds=795000000)"
"Tim","animation/logo_38_animation_38.svg","Bad","Timestamp(seconds=1616956343, nanoseconds=662000000)"
"","animation/logo_100_animation_34.svg","Very Good","Timestamp(seconds=1616958553, nanoseconds=737000000)"
"Niklas","animation/logo_173_animation_19.svg","Very Bad","Timestamp(seconds=1617013810, nanoseconds=950000000)"
"Kim","animation/logo_60_animation_44.svg","Bad","Timestamp(seconds=1617007665, nanoseconds=522000000)"
"Jakob","animation/logo_172_animation_36.svg","Okay","Timestamp(seconds=1617014909, nanoseconds=370000000)"
"Niklas","animation/logo_138_animation_23.svg","Very Bad","Timestamp(seconds=1616959420, nanoseconds=232000000)"
"Jakob","animation/logo_121_animation_27.svg","Bad","Timestamp(seconds=1617052185, nanoseconds=526000000)"
"Sarah","animation/logo_106_animation_20.svg","Very Good","Timestamp(seconds=1616955119, nanoseconds=269000000)"
"Sarah","animation/logo_42_animation_12.svg","Bad","Timestamp(seconds=1616953569, nanoseconds=858000000)"
"Sabrina","animation/logo_81_animation_48.svg","Very Bad","Timestamp(seconds=1616929982, nanoseconds=822000000)"
"Tim","animation/logo_36_animation_33.svg","Good","Timestamp(seconds=1616957771, nanoseconds=916000000)"
"Jakob","animation/logo_108_animation_0.svg","Very Bad","Timestamp(seconds=1616963144, nanoseconds=720000000)"
"Jakob","animation/logo_93_animation_39.svg","Very Bad","Timestamp(seconds=1616963468, nanoseconds=468000000)"
"Tim","animation/logo_55_animation_27.svg","Bad","Timestamp(seconds=1616966039, nanoseconds=985000000)"
"Jonathan","animation/logo_107_animation_18.svg","Very Bad","Timestamp(seconds=1616961404, nanoseconds=569000000)"
"Jakob","animation/logo_68_animation_9.svg","Okay","Timestamp(seconds=1616961132, nanoseconds=928000000)"
"Tim","animation/logo_123_animation_2.svg","Very Bad","Timestamp(seconds=1616962789, nanoseconds=271000000)"
"Sarah","animation/logo_76_animation_22.svg","Very Good","Timestamp(seconds=1616962995, nanoseconds=912000000)"
"Jonathan","animation/logo_139_animation_47.svg","Very Bad","Timestamp(seconds=1616965501, nanoseconds=142000000)"
"Tim","animation/logo_102_animation_42.svg","Bad","Timestamp(seconds=1617003501, nanoseconds=654000000)"
"Niklas","animation/logo_129_animation_14.svg","Very Good","Timestamp(seconds=1616958849, nanoseconds=3000000)"
"Tim","animation/logo_133_animation_41.svg","Very Bad","Timestamp(seconds=1616955689, nanoseconds=113000000)"
"Rebecca","animation/logo_3_animation_20.svg","Good","Timestamp(seconds=1616971897, nanoseconds=864000000)"
"Jakob","animation/logo_138_animation_3.svg","Very Bad","Timestamp(seconds=1616963140, nanoseconds=365000000)"
"Kim","animation/logo_94_animation_32.svg","Good","Timestamp(seconds=1616957380, nanoseconds=717000000)"
"Rebecca","animation/logo_83_animation_24.svg","Okay","Timestamp(seconds=1616966371, nanoseconds=314000000)"
"Rebecca","animation/logo_144_animation_1.svg","Very Bad","Timestamp(seconds=1617018417, nanoseconds=236000000)"
